original_address,lat,lon,formatted,postcode,city,county,state,state_code,country,country_code
"Hamilton, NY",42.8268798,-75.5444159,"Hamilton, NY, United States of America",,Hamilton,Madison County,New York,NY,United States,us
"Hattiesburg, MI",43.924812,-84.633107,"Michigan, United States of America",,,,Michigan,MI,United States,us
"Hays, KS",38.8791783,-99.3267702,"Hays (Hays), KS 67601, United States of America",67601,Hays,Ellis County,Kansas,KS,United States,us
"Huntsville, TX",30.7235263,-95.5507771,"Huntsville, TX, United States of America",,Huntsville,Walker County,Texas,TX,United States,us
"Jacksonville, IL",39.7343697,-90.228782,"Jacksonville, IL 62650, United States of America",62650,Jacksonville,Morgan County,Illinois,IL,United States,us
"Lebanon, IL",38.6039375,-89.8073195,"Lebanon, IL 62254, United States of America",62254,Lebanon,Saint Clair County,Illinois,IL,United States,us
"Little Rock, AR",34.7465071,-92.2896267,"Little Rock, AR, United States of America",,Little Rock,Pulaski County,Arkansas,AR,United States,us
"Madison, SD",44.006085,-97.11395,"Madison, SD, United States of America",,Madison,Lake County,South Dakota,SD,United States,us
"Madison, WI",43.074761,-89.3837613,"Madison, WI, United States of America",,Madison,Dane County,Wisconsin,WI,United States,us
"Martin, TN",36.3432777,-88.8503514,"Martin (Martin), TN, United States of America",,Martin,Weakley County,Tennessee,TN,United States,us
"Murray, KY",36.6105066,-88.3151539,"Murray (Murray), KY, United States of America",,Murray,Calloway County,Kentucky,KY,United States,us
"Norman, OK",35.2225717,-97.4394816,"Norman, OK, United States of America",,Norman,Cleveland County,Oklahoma,OK,United States,us
"Oberlin, OH",41.2939386,-82.2173786,"Oberlin, OH 44074, United States of America",44074,Oberlin,Lorain County,Ohio,OH,United States,us
"Old Westbury, NY",40.7887113,-73.5995717,"Old Westbury, NY 11568, United States of America",11568,Old Westbury,Nassau County,New York,NY,United States,us
"Oxford, OH",39.5103048,-84.7420519,"Oxford, OH 45056, United States of America",45056,Oxford,Butler County,Ohio,OH,United States,us
"Prince George, British Columbia, Canada",53.9128645,-122.7453699,"Prince George, BC, Canada",,Prince George,Regional District of Fraser-Fort George,British Columbia,BC,Canada,ca
"Rockford, IL",42.2713945,-89.093966,"Rockford, IL, United States of America",,Rockford,Winnebago County,Illinois,IL,United States,us
"Rolla, MS",55.8979789,-120.1398733,"Rolla (Area D (Kiskatinaw Valley)), BC V0C 2G0, Canada",V0C 2G0,Area D (Kiskatinaw Valley),Peace River Regional District,British Columbia,BC,Canada,ca
"Romeoville, IL",41.6475306,-88.0895061,"Romeoville, IL 60446, United States of America",60446,Romeoville,Will County,Illinois,IL,United States,us
"Salina, KS",38.8402805,-97.6114237,"Salina (Salina), KS 67401, United States of America",67401,Salina,Saline County,Kansas,KS,United States,us
"Santa Barbara, CA",34.4221319,-119.702667,"Santa Barbara, CA, United States of America",,Santa Barbara,Santa Barbara County,California,CA,United States,us
"Santa Clara, CA",37.3541132,-121.955174,"Santa Clara, CA, United States of America",,Santa Clara,Santa Clara County,California,CA,United States,us
"Santa Cruz, CA",36.9743626,-122.0294673,"Santa Cruz, CA, United States of America",,Santa Cruz,Santa Cruz County,California,CA,United States,us
"Seguin, TX",29.5688411,-97.9647269,"Seguin, TX, United States of America",,Seguin,Guadalupe County,Texas,TX,United States,us
"Starkville, MS",33.4638745,-88.8152074,"Starkville (Starkville), MS 39759, United States of America",39759,Starkville,Oktibbeha County,Mississippi,MS,United States,us
"Sumner County, TN",36.4496718,-86.4685413,"Sumner, TN, United States of America",,,Sumner,Tennessee,TN,United States,us
"Tooele, UT",40.5307776,-112.29828,"Tooele, UT 84074, United States of America",84074,Tooele,Tooele County,Utah,UT,United States,us
"Tuscon, AZ",34.255149,-111.62621,"Arizona, United States of America",,,,Arizona,AZ,United States,us
"Washington, D.C.",38.82652,-77.01712,"Washington, DC, United States of America",,Washington,District of Columbia,District of Columbia,DC,United States,us
"Wenham, MA",42.6046209,-70.8873511,"Wenham, MA 01984, United States of America",01984,Wenham,Essex County,Massachusetts,MA,United States,us
"West Liberty, WV",40.169794,-80.5936851,"West Liberty (West Liberty), WV, United States of America",,West Liberty,Ohio County,West Virginia,WV,United States,us
"Wichita Falls, TX",33.9004572,-98.5020777,"Wichita Falls, TX, United States of America",,Wichita Falls,Wichita County,Texas,TX,United States,us
"Williamsport, PA",41.2411556,-77.0011096,"Williamsport, PA, United States of America",,Williamsport,Lycoming County,Pennsylvania,PA,United States,us
"York, PA",39.962493,-76.7276989,"York, PA 17401, United States of America",17401,York,York County,Pennsylvania,PA,United States,us
"DeKalb, IL",41.9298644,-88.7501925,"DeKalb, IL 60115, United States of America",60115,DeKalb,DeKalb County,Illinois,IL,United States,us
"Glenville, WV",38.9342573,-80.8376033,"Glenville (Glenville), WV 26351, United States of America",26351,Glenville,Gilmer County,West Virginia,WV,United States,us
"Greensboro, NC",36.0726355,-79.7919754,"Greensboro, NC, United States of America",,Greensboro,Guilford County,North Carolina,NC,United States,us
Hayward CA,37.6688205,-122.080796,"Hayward, CA, United States of America",,Hayward,Alameda County,California,CA,United States,us
"Henan Province, China",34.0000001,113.9999999,"Henan, China",,,,Henan,,China,cn
"Highland Heights, KY",39.0330902,-84.4521512,"Highland Heights, KY 41099, United States of America",41099,Highland Heights,Campbell County,Kentucky,KY,United States,us
"Kelburn, Wellington, New Zealand",-41.289205,174.7623927,"Kelburn, Wellington, WGN, New Zealand",6012,Wellington,Wellington City,Wellington,WGN,New Zealand,nz
"La Crosse, WI",43.8122836,-91.2514355,"La Crosse, WI, United States of America",,La Crosse,La Crosse County,Wisconsin,WI,United States,us
"Laramie, WY",41.3116442,-105.5917876,"Laramie, WY, United States of America",,Laramie,Albany County,Wyoming,WY,United States,us
"Miami, FL",25.7741728,-80.19362,"Miami, FL, United States of America",,Miami,Miami-Dade County,Florida,FL,United States,us
"Northfield, MN",44.4582041,-93.161159,"Northfield (Northfield), MN 55057, United States of America",55057,Northfield,Rice County,Minnesota,MN,United States,us
"Oxford, United Kingdom",51.7520131,-1.2578499,"Oxford, ENG, United Kingdom",,Oxford,Oxfordshire,England,ENG,United Kingdom,gb
"Paris, France",48.8534951,2.3483915,"Paris, IDF, France",,Paris,,Ile-de-France,IDF,France,fr
"Pembroke, NC",34.6800748,-79.1933485,"Pembroke, NC 27372, United States of America",27372,Pembroke,Robeson County,North Carolina,NC,United States,us
"Peoria, IL",40.6938609,-89.5891008,"Peoria, IL, United States of America",,Peoria,Peoria County,Illinois,IL,United States,us
"Sarasota, FL",27.3365805,-82.5308545,"Sarasota, FL, United States of America",,Sarasota,Sarasota County,Florida,FL,United States,us
"Springfield, MA",42.1018764,-72.5886727,"Springfield, MA, United States of America",,Springfield,Hampden County,Massachusetts,MA,United States,us
"St. Mary's City, MD",38.18649205,-76.43012002,"Saint Mary's City, Saint Mary's County, MD 20686, United States of America",20686,,Saint Mary's County,Maryland,MD,United States,us
"Syracuse, NY",43.0481221,-76.1474244,"Syracuse, NY, United States of America",,Syracuse,Onondaga County,New York,NY,United States,us
"Valedosta, GA",32.53951,-83.380775,"Georgia, United States of America",,,,Georgia,GA,United States,us
"Villanova, PA",41.9591678,8.668422,"20167 Villanova, France",20167,Villanova,South Corsica,Corsica,COR,France,fr
"Wenzhou,China",27.9963899,120.695345,"Wenzhou, Zhejiang, China",,Wenzhou,,Zhejiang,,China,cn
"Wichita Falls, Texas",33.9004572,-98.5020777,"Wichita Falls, TX, United States of America",,Wichita Falls,Wichita County,Texas,TX,United States,us
"Wichita, KS",37.6922361,-97.3375448,"Wichita, KS, United States of America",,Wichita,Sedgwick County,Kansas,KS,United States,us
